index,ground_truth,ocr_output,cer
6758,more exquisite and ethereal enjoyment to,MOTE EKQUISNE Oud elhereak 2n\ourmenrt zo,0.575
6759,"distilled perfumes , these refined voluptuaries","Kiss Ror P25 fom QS , ese. redsneak Votuphias ZS",0.6383
6760,fication of the sense of smelling was a,Kicachon of hae Sense of ameRing LOO 4,0.3333
6761,the grosser pleasures of the board . The grati-,Kae OS 0SSes ekeasuses of ts. Boasd. Tae Qyrah ~,0.4894
6762,aroused the fainting appetite and added a,Osousecd AKL fentbing appen te and adeled a,0.3171
6763,They considered flowers as forming a very,,1.0
6764,subject of no little importance to the Romans .,"SuB\ecr cf vo Rkee ImeCctanca to 42 (Comans,",0.4894
6765,smother his courtiers with flowers . Nor was,Amo Gor AS courhess un Lowes. Nev uns,0.5
6766,recreations of Heliogabalus was to,reCreAKons of WeiogaGakus WAS AG,0.3824
6767,medicinal qualities .,NMEA nad Orr.OBSK9S,0.8571
6768,it entirely as an object of luxury that the,"ut euch rel, OS Os oG\ect of Ruxury tact Kae",0.3953
6769,ancients made use of flowers ; they were,Ancients pmade use of Mowess Ae) LUSs],0.375
6770,essences fell upon him ; and one of the,essomers (220 uPon Kin And me of Aw,0.4872
6771,considered to possess sanative and,consi derek AO POSSESS Dnchve OAK,0.5588
6772,"When Nero supped in # his Golden House ,","LORen Nero Pupped Mm we OKs Cogclers House ,",0.4
6773,a mingled shower of flowers and odorous,Ou. mmakad Orovss of {Cowess ana odorous,0.4359
6774,"ebriety , or , as Bassius less clearly","eBnerty , OY, aS fmssiuS Es eas da",0.5263
6775,power in preventing the approaches of,,1.0
6776,of the brain . It is said that there is,oy Me Kam. SA is Did AMat AKese w,0.4872
6777,"According to Pliny , and others , certain","Recording AO PKiny , auck COMES, Castain",0.439
6778,"expresses it , in clarifying the functions","CLR GSES ur, Ww Mam fumo, Me funckons",0.619
6779,herbs and flowers proved of sovereign,KekS aunck fo 25S Prove of GOVE AON,0.6216
6780,foodstuffs the traveller occasionally,{co ASUS fie rArardles OCLaAsiona Lhy,0.6486
6781,"nothing new under the sun , but regarding","mortise, MOS Undses Ka own , Gut regarding",0.439
6782,encounters a certain measure of novelty .,"PM COUnNESS A (Stan meosue of moved,",0.561
6783,"In China , for instance , dried rats are","Dn Duna, for mStance , Oned yosS ase",0.4
6784,"white mice served alive , dipped in treacle","nGale mice pesved alive, Cepeda uv ~vAreaddo",0.4419
6785,esteemed a delicacy . The visitor is told,2S5leemeA a deticacy. The wsiter OW Axo0bdh,0.4146
6786,off a fever . A number of newly-born,"ok a Leves, VA mum@es of mesh - orn",0.4167
6787,and swallowed like a prairie oyster is,Oud ArwalCowek Khe a Prange Ousted Y,0.4737
6788,considered a piece of resistance .,Congidesek a Pree od eGiSLOMC .,0.4706
6789,and that a stewed black rat will ward,Onc Kat a plewed bach Kat Wile Waca,0.3784
6790,that they restore the hair of the bald,"ot Abner, restexe Kae Gar of Mae BAA",0.5263
6791,"over with flour , you will find a stack of it","OVA with {lor , Von will frinel & dnote of",0.4444
6792,high opinion of the octopus as an article of diet .,hich opinion of the octopus as an article of owed.,0.098
6793,"it , press it and dry it , in which form , dusted","t, Press id aut Ory (t, (o whiel fore, ol. steel",0.4286
6794,in almost any provision shop .,Mr alm ost Cary Prows/on shop.,0.3333
6795,a delicacy while Mediterranean peoples have a,Ce Aelieacy ubile MA ect errcenean peoples heave «,0.3333
6796,So have the Japanese and the Chinese . The,S eve the Jopanese auc Yhe Chirese. Yoe,0.2619
6797,Among the natives of Northern Australia lizards,Horoces the natives of Mor fh rer Ma doh a “tenet,0.5745
6798,"Celestials , apart from eating it fresh , squash","Cleshiales apart prow eahing of fresh , Stecash",0.2917
6799,roasted on the point of a spear are definitely,roastecl on the Pont of ao Speer are obfimtely,0.2391
6800,Commons agreed was that of the first poll-tax . The manifest,Cuiious epreed > thal of He find port. vax . He monied,0.4333
6801,the remainder . The method of assessment to which the,The Nusa; uoet . Ne meted of Otdtsenen 4 4o tirel fle,0.5472
6802,"A sum of 160,000 was demanded - a staggering figure",7 dum of M60 ove Ate Cleurarccole) - @ Seggerme figure,0.5294
6803,two-thirds of this sum providing the clergy supplied,fird - th trol of tta's bitin procroline Ue chigy teyyptied,0.6346
6804,"was a fairer target , and the Parliament agreed to find","Nor faired Yorpes , aud the brbauend apnea Yo find",0.4
6805,weight by a flat-rate tax at treble the rate - every adult,Arfioh by @ tak r rote yay atwehee the vale - Cr Phy Abd,0.5517
6806,"corrected by the sliding scale of the second poll-tax ,","Copucte ol by fe thidise lale of He Stiov.g potl- far,",0.5091
6807,"had to pay three groats , but this time an adult was re-","hol -fo ay Yhee yoale, bat Ha time I adull bw (e-",0.4286
6808,"to mediaeval eyes . It was determined that 100,000","Lo mecloerel ayes , LH tree ole ht uined fof N00. Cv",0.6
6809,"but this lesson was ignored , and the injustice trebled in","hut yuo leoy Wo4 pubre! , Qud tal Nuyerd hice treblad iv",0.5172
6810,injustice of this method had been to a certain degree,/ufuth ve of tht metlac! Yao been Yo 9 Claw oleprer,0.5094
6811,"men were out a fortnight , disciplined and solid ,","Mt woe Ad a mith, Maya ae Ma,",0.7
6812,common man . ),COU Men),0.7857
6813,when only 20 per cent of them stood to gain,ation aly £0 pea cout of hon stad. A gate,0.4651
6814,"( In this strike , as reported in the Sheffield","(a dus Ske, a3 rood inthe Hefrdad",0.5106
6815,cent made sacrifices for their fellow men ;,Ck made vacifias fr hiur feb tn;,0.4419
6816,this remarkable strike raised the question of a,this romarkihle tke rasad pa pectin a,0.383
6817,anything from the strike and the other 80 per,diyfhing from Ht Mike ay te war dO ear,0.4444
6818,living wage and showed the worth of the,tumng wage cmt gine ft WO? Of ba,0.6154
6819,"Guardian in March of that year , 1,000,000","Guardian Lr Herr of Peat yet, 1, 0",0.4048
6820,"This new party , the British Socialist Party , was","\has Au posty he Kotish Sociol] Poo by, Wag",0.48
6821,"socialist thought in the city , but sought to create",coctalit {hough (Uy the aly bul cough Io creale,0.3462
6822,people .,(2 op te :,0.75
6823,not prepared to accept the role of junior helper,Wot prepared {y accep \bw role ot (Mvvor llpe,0.3125
6824,"in the Labour movement , or of only providing",n tle latous Luovernend jor o} ody provid pto~,0.4444
6825,propaganda in order to increase the volume of,pagarrcla nw ander lo increage the Volume of,0.3111
6826,in the Labour movement a more militant attitude,\\A (he Lolo MOVE A Wwose ymilllond ab tuck,0.6383
6827,capable of achieving socialism for the working,"capalale o| aelijoubg comely, for le veel",0.5435
6828,"who was to become a very intimate friend , and I was",who wa.) \o Gecome a vevy intimate kvitnd | and | wa),0.2115
6829,solicitor cousin . As Bishop Talbot had told me that I,"soricitov cousin, Ay Bishop TalGot hood {odd me that |",0.2037
6830,"Vicar of St. Mark's , Woodcote , Purley , a new church built","Vicay ot St. Mark's Woodcote, Purley (a new church guid",0.1667
6831,"IN 1913 Dr. Burge , Bishop of Southwark , asked me to go as","In (913 Dy. Burge, Bishop of Southwark arked me to qo aj",0.1525
6832,"ought not to spend many years in Tatsfield , we held","ought not +. spend many 4 favs ra Tats die dd , wt eG",0.3077
6833,great family consultations .,4 vent Kodmily consut ba Lions.,0.4643
6834,later on joint executor of his estate with his,tater on joint commen ot iy tlie & with ws,0.4348
6835,"by the well-known architect Mr. George Fellowes Prynne ,",‘y he well-Known avchitet My. brovge Feflowes Prynne,0.2143
6836,a close friend of ours .,‘ay Rose ae of OUYVS.,0.5833
6837,"his family , and found a very suitable house nearby","hiy family , and found 4 very suitasCe house neavey",0.1176
6838,"Dr. John Leake , who lived at Blackheath , and was","Dy John \ ewke who fived al Blackheath , and way",0.2
6839,My eldest brother was then living in Limpsfield with,My eldest Croley war then Living in LimpsFietd with,0.1538
6840,at the age of 92 . Dr. Burge was not able to be present,at the age of 990+ Bury wa) not abe be Ge evcrent,0.3273
6841,"This was taken by the Suffragan Bishop of Woolwich ,",ts was Jalen by t\e Sut tag an Bishop of Woot with,0.2885
6842,"where my mother settled , and eventually died in 1926","where my mother sedtfed, and eventuatly died in 1996",0.0943
6843,at the Institution and Induction Service in St. Mark's .,at the \nsti dubion and \nduckion Service mw 4 Mavkty,0.2857
6844,This was called Ellen Avenue when I first went,“T his Was coder Con Aenue when L first went,0.2826
6845,service . I soon saw that the parish needed,"Service, 4 S20"" sow that Hie pacish Neesloal",0.4186
6846,a flourishing Sunday School and an evening,ox Roucishing Sunday Stheo® ond an evening,0.2143
6847,We also had a little Mission Hall leading off,We gQso had a ith Uisscon Holt Leading ofF,0.2667
6848,sounding name of Lansdowne Road . There,Suna no maur of Lansdowne Doge There cee,0.4359
6849,district .,Od Oris,0.8
6850,"were lots of children there , and we had","were ots OF Childeen Hece, and we had",0.225
6851,"the Brighton Road , in a street full of small houses .","the Sdighton Hoa ina siceet pull of small houses,",0.2222
6852,"there , but was soon changed into the better-","there, but was soon Changed into the better -",0.0667
6853,more help both at the church and Mission,Te hely both at tue Chuck and bbe Sto,0.375
6854,"district and got to know , and be known by , many of","Wichvicd and qe} ho (mow | ond be Known by , eo ot",0.3654
6855,the people of the parish .,"she people ot +he parish,",0.1923
6856,Most fortunately I was able to engage the Rev. E. U. Evitt in,Most forlunelely \ was able to EN gage ho Rey. €.0. Evitd in,0.2295
6857,"Lansdowne Road district , but I needed more help in the",Lansdowne Road districk but | needed wore help in the,0.0909
6858,The Church Army Captain had done very good work in the,The Church Acro Coptaun had done very Qood work in +ha,0.1481
6859,"1913 soon after I had come , and he organized the Mission","IQIS Soon otter \ had Come, and he orgomzed aho Mission",0.2632
6860,church for the full rota of services on Sundays and weekdays .,Churdy tor aha full rofa ot semices on Sundays and weekdars.,0.1935
6861,"that one of us must volunteer . The Bishop , Dr. Burge , did","MWwok one ot WS muck Volunteer, The Bishop, Dr. Burge, did",0.25
6862,"not wish me to go then , as I had barely been in the parish","aot wish me to ge ahon, as | had bavely been 1 +he porish",0.1864
6863,A great blow disturbed all our efforts in the following,A arent blo» diskturbed all our ehorls tn ahe {lowing,0.2182
6864,"the Forces were urgently needed , and I felt clearly","sho Forces were urgent ly needed, and \ felk clearly",0.1154
6865,"than his Vicar , and he was accepted at once and",thot Wis Vicar and he was accepted ot once and,0.125
6866,work until his health broke down and he had a bad,work wank Wc hedth broke dann and he hnads a bad,0.2857
6867,"year , 1914 , when war broke out . Very soon Chaplains for","\eow, lA1d when wav brote out. Very SOON Chaplains dor",0.2931
6868,was very soon in France where he did splendid,\WAS vee Soon iw france Where Ke dvd splendid,0.2667
6869,"for a year . Mr. Evitt , however , was much less committed","Noy a Year. Uy. Evitt, Nowever, was much Less committed",0.1724
6870,attack of enteric fever .,attack of enteric. fevec.,0.12
6871,"the date of birth of each child , as had been done","Le olgte of rb of eacl, chald, Qu kot Leen oldue",0.46
6872,been married . It was not regarded as practicable within,beta mened. J tbe not KBoroled at practrcalle (07 Taw,0.5
6873,except that they extended to all women who were or had,"Fxcep? tha! pley exteuchd Yo all Whiuw,, nho Wee ov howl",0.4259
6874,in the specialised enquiry for the Royal Commission .,"a, tte fp ccistitesd Cu furry yo phe hayel (rucciiiuiiealiian",0.6981
6875,the limits of the census to include particulars about,He lit of the Qusnr % mnclicle pethiculors 95 7,0.4717
6876,"The questions about children were the same as in 1951 ,","Ile Quest ou about Cluitahen Wye tHe tQuse osm 49S4,",0.5091
6877,"went dead again , and Steve had no stomach for",weet head A faves / uid Sfewe had ue the wathi fe,0.5217
6878,should be . Steve got out the car and traversed the,(teould te. Weve gol Ctck Fla Cak lath Lraweatel Alu,0.549
6879,"in Sussex , in all its obscene details . Then the radio","AAA Masten, au all Ke oliaue Aclal. Vheu -le tate",0.5818
6880,"After what seemed an undue period of repetition , the voice",ps Wed Leeutd Gur Ande pened of repehrPreu : Jl WILE,0.5932
6881,to keep an appointment with Heather .,to heey Coe Cy porulucied “orflc Ve,0.7568
6882,went on to describe the landing of the Thetan colony,wit ou fe Cucrhe Hu tesseloef off flu Lhasa cleuy,0.6346
6883,"same empty streets as he had the night before ,",J Awre cup tbe hy tt A tad Pac tsp ted tyne L,0.7021
6884,"breakfast . It was a beautiful day , as firsts-of-June",Arta Afi | Fh Wie a bean A jfack aay <c pile Go fa,0.7037
6885,them .,dee ko.,0.8333
6886,"among our own people , finding out just how","ae ot ae propts , Pladiug ovt jest (ow",0.4419
6887,We must learn all we can about,We wort (een all we Cian Gemee,0.4333
6888,"And third , to study these damned Thetans .","Ancl Hod, to Ady those doubeod Teo tans",0.4651
6889,much freedom we can take with safety .,"a freadouws wo Co Fale We safely,",0.5526
6890,""" Now , to summarize what I think our",' Now (4) summanre ylhat T Huuk ovl,0.4595
6891,"Thetans like the plague , for they must not","T Uetaue Sic tA pasve, fx Hoy uw uot",0.5116
6892,"course of action should be . First , to avoid the",course of acho should be-firct fy avord,0.3469
6893,"find us out ! Second , to tread pretty warily","Aud Us out! Second, TD fad prety uan [y",0.3556
6894,seats some rows behind him . Steve was,sti Acrrke son Aehurid Buin. Atte Mas,0.6053
6895,faces very disconcerting ; and looking at,"fhe Ley cleuoneeliy , and Littury at",0.5366
6896,Heather he found a welcome relief in her,Newbie ae hued oc te lecme teleied th har,0.525
