index,ground_truth,ocr_output,cer
5445,remedies to which he had been subjected ever,lec dies To ullicL Ue lid Lezy  Ju-ieckd 0es,0.5227
5446,selves seventeen years before had had the slightest effect .,Selves JUU  Ieer yec Lefae Lad lnd #e slijhkl efect,0.45
5447,chapter in the history of Anglesey's unceasing,Dupk #e Luloly sf Aegksy (s UCeaai,0.6304
5448,& that all may go well . Sir R. Peel was,< Hal all Vay ajo well: Sic p Reel LU,0.4
5449,"God grant , however , that I may be a false prophet","Kvd &r_k, Lqueve | Tlw} Irmy Le Q falfe   proplj",0.5098
5450,search for an effective alleviation of his painful,"fecccL, fr On effcchve akeviqhs_, of Lif Qaif",0.46
5451,"God grant , however , that I may be a false prophet",Goo/ Aran L 1 laow erer Hhak ( may Se Alm preple,0.4902
5452,slightest effect .,clishtesh el eoh,0.5
5453,in the history of Anglesey's unceasing search for an,In 0 +le Wislo/ of M3l ejey '$ U ceg s +8 fearc5 lv OL,0.5769
5454,effective alleviation of his painful malady . None of the,efechi ve 0 leriakion ef 6Sj paial ma lady; None 0 ^ He,0.386
5455,While he was in Naples there had opened a new chapter,While he Waj In Naples Auee had 'pened 0 new chak kev,0.2264
5456,"& that all may go well . Sir R. Peel was here , I understand ,",0 Hlal all my %6 vell Gii ( Pzel Wa $ here 7 endevstand,0.4032
5457,but an express took him off yesterday . ',S an exprefr Look hi M 0 f yesl eday,0.4146
5458,themselves seventeen years before had had the,phemekes Seventeen year f SeAove had had LGe,0.2667
5459,subjected ever since the symptoms had first shown,Ljected evo fn ce 0 Yle Snplomf hod Arr} sholb,0.4898
5460,numerous conventional remedies to which he had been,humOOvj Cohvenliona/ Yem edres 1o whicl le Lev Sees,0.4118
5461,ous conventional remedies to which he had,Ols C8r? VChons / remech es Lc kshi c5 h2 hqd,0.5854
5462,had first shown themselves seventeen years . .,hsq hr} Sbohn Hhemsev9 ScVO-ecg Vara,0.6087
5463,been subjected ever since the symptoms,bz   Jwbjecled @uer SCQ Hhe Symplora,0.4737
5464,of his painful malady . None of the numer-,oL h1s 2s1n6) mlydy Ncnl c the nuno-,0.4524
5465,unceasing search for an effective alleviation,McQ9 4h5 Seerch Lor 90 eflchve sk eviqho,0.5333
5466,prophet & that all may go well . Sir R. Peel,Pcphel & Xhq} ql mqy 5 kell Si R Teel,0.4091
5467,While he was in Naples there had opened a,Whilz h2 Wq Ia Napks Khere h d cpered,0.3659
5468,"God grant , however , that I may be a false",Gcd arin F bo1lEVr Thq F 1 miy b 9 flse,0.4884
5469,new chapter in the history of Anglesey's,hl chapk 1n The ViSLryy Y Anslesey,0.45
5470,"was here , I understand , but an express took",KGd here hndts Slnd SuL Gn 24redJ ko},0.5778
5471,him off yesterday . ',him otf Jesk day,0.4286
5472,While he was in Naples there had opened a new chapter,Vlc M WnS Ih Naper Here kad Opened 01 newv cpel,0.4528
5473,"& that all may go well . Sir R. Peel was here , I",k #at ak ma 9o well. Sc R. Teel Va hoe,0.3878
5474,had been subjected ever since the symptoms had,had been sub kcked @NQ Sinte_ Ae Sawrtom had,0.3696
5475,"God grant , however , that I may be a false prophet",%od % mt however Hat 1 Mar) be _ 7 #lse prophet,0.3725
5476,an effective alleviation of his painful malady . None,O ejeefie dlevinfon ot Aj panful maladlo' Non,0.3962
5477,"understand , but an express took him off yesterday . '",dstomd 6wt 0m eX Pre{s took Wm o1 &lrcas:,0.5741
5478,had had the slightest effect .,had had # sliqhkest eed _,0.3333
5479,in the history of Anglesey's unceasing search for,In # hsfory) AngaUues' S bceasiag Fencd Jc,0.5102
5480,first shown themselves seventeen years before,hcst show #em selvus Sevlmleen 'fors bepare,0.3778
5481,of the numerous conventional remedies to which he,ok th Aumesons CAvemHonal remedie t Vuch We,0.3469
5482,While he was in Naples there had opened a new chapter,ul;le Le wej {4 QUaples Kexe Lcd  oenedl 9 hec ~aptev,0.4528
5483,in the history of Anglesey's unceasing search for,IL (le Lyi sb| 0f Kjl eret S lncecn 7 (7 Ste SecrcL p.,0.7755
5484,been subjected ever since the symptoms had first,(een R (jrelecl e1; 814 <2 ALe Syvkm 3 Gse Ail,0.7083
5485,"God grant , however , that I may be a false prophet & that",Loel jrant lols eves LLak (may 6e 4 llse Preplel & fUt,0.4828
5486,shown themselves seventeen years before had had the,SLac_ 6 AuenJeleJ sevealee Yeeuj kkc Laa led Hle,0.6275
5487,but an express took him off yesterday . ',K6l Ge expres kok Gc cp Yesi te 2,0.5854
5488,an effective alleviation of his painful malady . None,Ga e IlzeKve sllenakax ok lg Psi- k( ~dlsdy Jaa 2,0.6415
5489,"all may go well . Sir R. Peel was here , I understand ,",~ll nY 4e uell S< 0. Teel lGj Lec 1 (3udessz-d,0.5273
5490,slightest effect .,"J tkst efk &,",0.6667
5491,of the numerous conventional remedies to which he had,oh Ae numeaJj cGu ven Koa/ renedtes ul'L ue Lool,0.5472
5492,which he had been subjected ever since the,nhiik k 1aa ben ~ulsell elt Ane Me,0.5476
5493,history of Anglesey's unceasing search for an,Vinbry 4 bzxy 5 unuuiny ~arl %v an,0.6
5494,effective alleviation of his painful malady .,{kux euiakon & kis thke mxhy,0.6889
5495,"was here , I understand , but an express took","la kste 3 unLmanl , bua an expb %ool",0.4667
5496,years before had had the slightest effect .,yan &elte hadl hd M~lyhh| ea.,0.6047
5497,there had opened a new chapter in the,Nete adl okehed a hlwu curk ~n Hx,0.5405
5498,prophet & that all may go well . Sir R. Peel,treble & Ml all mey {o ~: K R . pul,0.5227
5499,symptoms had first shown themselves seventeen,amrkm^ Lad h Mown Hemsle sbenkeh,0.5333
5500,"God grant , however , that I may be a false","Gd Yranl, haneuet Mal 3 my & 6 hle",0.4884
5501,him off yesterday . ' While he was in Naples,him c sxherley WkLe k WaA Ln Hcplls,0.5455
5502,None of the numerous conventional remedies to,tlsne e} He numetotl A lonlenkoncl temedis t,0.4444
5503,known as homoeopathy had been brought to,engwh as hcmcepe Ll he e bun brov} hf ks,0.525
5504,"of death , the new German curative method","% ea F K , I 6w A,mue^ Cusahivl mekbse",0.6098
5505,"in the 1960s , no cure has been found for",I6 Iu /966s 1 40 Cutl he $ been louw+ fe,0.5122
5506,his notice .,h5 46 lie,0.75
5507,"Nor is this to be wondered at , for even today ,","Nc ( i5 Kuos % b2 Wonee ef, {os Lvll Fodo] ",0.5625
5508,Anglesey believed himself to be on the point,Vnq Ks] b4hwd hm #/ Le 61 64 hl pe/4,0.6591
5509,"the 6tic douloureux . As early as 1830 , when","Ih 6 Hic dou lonreux. As xea/y 4s /830 , wae",0.3111
5510,"Nor is this to be wondered at , for even",Nor is Ys +o be Wbh dorl d al kor (von,0.425
5511,"today , in the 1960s , no cure has been",tv da In 4e 196 Os Mo cure has been,0.3333
5512,found for the 6tic douloureux . As early,lurxl hr tle 6lic cloa(oureax As &arl,0.45
5513,German curative method known as,Germar curahve m eHlod kholsn c $,0.3871
5514,"to be on the point of death , the new",tv be 06 Ae poi'n4 o f Jeakl 1 Lle hew,0.4054
5515,his notice .,his hohc,0.5
5516,"as 1830 , when Anglesey believed himself",^ s Ak30 when Angk sey beleved kimsel _,0.3
5517,homoeopathy had been brought to,nomoeopatly had been brouglf +o,0.1613
5518,Anglesey believed himself to be on the point of,An)lesuyd bcl ezd himsel f t6 bc Ol Yhe_ pei = L,0.4043
5519,"6tic douloureux . As early as 1830 , when",6 h'2 Jculoyrevx As Ql as A8 3 when1,0.4634
5520,homoeopathy had been brought to his notice .,homeo paH:j hu beel brov)LL 4 H) KahLs,0.5682
5521,"Nor is this to be wondered at , for even today , in",Ncr 1s Akis + b2 WOndeled at Vor @Vew tvja,0.4706
5522,"the 1960s , no cure has been found for the",Mhe As 6o5 nD Wk has bcen po-ns kr Yho,0.5
5523,"death , the new German curative method known as",deahl 46& new qerma crahv & meHhcd knewn aS,0.3617
5524,"1960s , no cure has been found for the 6tic douloureux .",As6Os M0 Cutc Lcs leen Found kor Il Ghc dliaul luclax,0.5536
5525,"on the point of death , the new German curative method",Oh fh e poht o} cocHl {Le hew Getmen Cua {ve mellod,0.463
5526,known as homoeopathy had been brought to his notice .,Vnowvn as homo e oa Lly hae( Len broajlt ko his hoLce,0.3962
5527,"As early as 1830 , when Anglesey believed himself to be",As Qarly af AS 5o Ulel Axksey beGevtd hmnsel} k be,0.4182
5528,"Nor is this to be wondered at , for even today , in the","Mor {s Llss ko Lk Wnenckred al , 1 kor lve ^ bodal , Ike",0.4909
5529,"1960s , no cure has been found for the 6tic",X96o $ lo Cxur Los Leaua Coud fovr I Ghc,0.5349
5530,curative method known as homoeopathy had been,Cwa Fuc wulhod hubwvw 08 homoeopalll Uad beeu,0.4889
5531,brought to his notice .,bsolxlt 1 ls hhcs,0.6522
5532,"douloureux . As early as 1830 , when Anglesey believed","dowloweux As eostx 48 1g3o,hlu knslcsen bebeved",0.4444
5533,"himself to be on the point of death , the new German",misld k bx ow Hle Poiv} 68 catl Hu hlw Qpwan,0.5577
5534,"Nor is this to be wondered at , for even today , in the",No is Hs 6o be wonducd 0x C eves todas ' iu Hue,0.3818
5535,brought to his notice .,orougkk Kv naice,0.5652
5536,"1830 , when Anglesey believed himself to be on the point of death ,",A830 When Ontvd Rliurd Aumoc4 Ao ~S on A Potil 4 dakk,0.5821
5537,"Nor is this to be wondered at , for even today , in the 1960s ,",Nor p Tan 6 k uonderrd Q por Qn Aoloy An J  4960s,0.5079
5538,the new German curative method known as homoeopathy had been,Akle Dd Ogroan Qurakik makd kacm C) Komoco pallhy Aad (an,0.5333
5539,no cure has been found for the 6tic douloureux . As early as,no Cut I kxen tound Y{ Re olk doulouicux Cs cy @),0.4833
5540,"Nor is this to be wondered at , for even today , in the 1960s ,","Ilbr 1 Jlo ko & kondened ol y kt %en kodalsu 4nMe_ {g60,",0.5556
5541,"early as 1830 , when Anglesey believed himself to be on the",edwly O) 4830 7 Ihen OnNeoeet beleiedhmell t &e On Mhe,0.3898
5542,homoeopathy had been brought to his notice .,hmoeo-plh had &een boxathkh) nobce,0.4545
5543,no cure has been found for the 6tic douloureux . As,K (Luve Yoo leen pun} Jbx Hhe 6kc Obubslteur. C,0.549
5544,"point of death , the new German curative method known as",pourk c dealh | He mrr Ggrman Cenalue mellod hndls @5,0.4821
5545,"Nor is this to be wondered at , for even today , in",Ncr U tuiJ tv Le U Qqsed 7 for Wvs ~ls Ju,0.5686
5546,method known as homoeopathy had been,hulyed Khouy q lanceophttY lad Leey,0.5833
5547,"6tic douloureux . As early as 1830 , when",@tic Olou Lu ieux As qady 4f A8z6 cl_,0.561
5548,brought to his notice .,Drughk hi lhce,0.5652
5549,"point of death , the new German curative",Pf cf Aqchh TLQ liev Gemas Curahue,0.6
5550,Anglesey believed himself to be on the,Auxe ry Lelieoed  Uin elf 7 & CU +0,0.5263
5551,"the 1960s , no cure has been found for the",Ho AstdSs Vo Ccue haf Leel? Gu-d @r te,0.5476
5552,as homoeopathy had been brought to his notice .,af lomeq pally had Seen SvOu 342 Lo hif ho Iice_,0.4681
5553,"Nor is this to be wondered at , for even today , in the","Nov E bis ko Se w olOlered al ( Aov evex loday, ( +Ge",0.4
5554,"1960s , no cure has been found for the 6tic douloureux . As","(960, ho Cvre laf Seer Aahu Mv LLe 6hf doulovrex. Af",0.4576
5555,"early as 1830 , when Anglesey believed himself to be on",eavly aS (83o wbel @nsle sey Le leveel 0 lt selp +o Se 04,0.4727
5556,"the point of death , the new German curative method known","le poihl of oleakl , He hew Gexman Cralve telhod lenob4",0.386
5557,"Nor is this to be wondered at , for even today ,",Nocr fs T   te be Kon ckrecl GL Ler eve Hoday,0.4792
5558,"the 6tic douloureux . As early as 1830 , when","the 6t1j< cloloureux As eecly qJ AK30 , When",0.3333
5559,"point of death , the new German curative",eem} 0f deqY the_ nl germin Grahbe,0.525
5560,Anglesey believed himself to be on the,Vdlese) believd h1msel ^ # be 0n t,0.3421
5561,method known as homoeopathy had been,hehed Lyobyh Gs homoeapsh had bee,0.3889
5562,"in the 1960s , no cure has been found for",Ih Tz A960s no Clre b4 bcn fownd fc,0.439
5563,brought to his notice .,brhjbl 4 W$ hohce,0.6522
5564,"the 1960s , no cure has been found for the",#x A9b0s nO elrc has bee ^ #om Jor +,0.5
5565,"6tic douloureux . As early as 1830 , when Anglesey",btc douloucew _ 4s ewl as ^t3o whmm #5lse5,0.44
5566,homoeopathy had been brought to his notice .,boweopoclhs lod been brong4} t Ks notce,0.4091
5567,"believed himself to be on the point of death ,",62l' iewd limsell 7o be On # pomt desl,0.5
5568,"Nor is this to be wondered at , for even today , in",Nor Is Hws xo be  windesed c+ kor eVlm 4odon 1 M,0.4314
5569,the new German curative method known as,#e newv Cswm chrtfive mthod Eaowh as,0.3846
5570,"As early as 1830 , when Anglesey believed himself to be",4 244{ QS X83o ( llen Rrsley (elevedl Wiwrell k 6e,0.5273
5571,known as homoeopathy had been brought to his notice .,"Iasn 9 & Gomzecpa Ay Gel (eet Groz {s, k Gs t0k _ ce",0.6604
5572,"on the point of death , the new German curative method",0b ALe PosnL o} dec K( Ale uecJ Genc axsh ne melael,0.6111
5573,"1960s , no cure has been found for the 6tic douloureux .",MGbs 4o Cure LGs {een Eund Es 4 & 6 6' 2 Oeulocr eyx,0.5357
5574,"Nor is this to be wondered at , for even today , in the",Abbr iS lus 6 ( Ulndlereel at @x even Ja] ( 0 Lle,0.5455
5575,"point of death , the new German curative","poen / 6 deahk , M uev Gtman eutukuc",0.525
5576,"in the 1960s , no cure has been found for the","Ln Y 4q 6 0 -, ho clrr Ul bzenh Ienl /o+ 7",0.6
5577,method known as homoeopathy had,mod knotun 4 Aomoeopahy 1pA,0.3871
5578,"Nor is this to be wondered at , for even today ,","Ylc , U His h B wonbrel e, k- een borlux]",0.5833
5579,been brought to his notice .,Uzen &tou4  kis ntic,0.5
5580,Anglesey believed himself to be on the,luxlsey brleebtd himseh L Ue on A,0.4211
5581,"6tic douloureux . As early as 1830 , when",6 Ac dculousux LL cavlyy UA 1830 ~ken,0.439
5582,"had studied under its founder , the aged","ha e sud;w/ hneL, ""l5 funelr 1 Iu ""3",0.6
5583,that it was being cultivated with extraordinary,Laa / /2 WQ$ bun] cu Tkiva Ld wll {* loaenlwary,0.6383
5584,himself was being treated under a doctor who,"hmf/l Wa $ 6un] keaL:/ huslr 9 Aocho , wLe",0.6136
5585,"advise Anglesey to give the system a trial , adding","advi+ Avj' ksyy 1o 1'v IuSys hu 9 Lria / , adeli&=",0.549
5586,"the diplomatist Lord Ponsonby , had written to","IL Mp' loma kis} looe Fonso h by 1 4,4 wsllz le",0.6304
5587,"In April of that year his first wife's brother-in-law ,",In Kptil sf /ka (24' L; fik wik 5 Loll-il-kw,0.5636
5588,Dr. Samuel Hahnemann .,Dc; Samu) Halnimann,0.3636
5589,"success in France and Italy , and that he",Oucltss In Trenu iwd H' eme 1ka / he,0.5854
5590,"give the system a trial , adding that it",Jive th Syslem 0 kial / adking Hlal :+,0.35
5591,"success in France and Italy , and that","Suecess (4 Fran c ald Iay, and flal",0.3421
5592,In April of that year his first wife's,Ih Lprl Lkat Jear Ws firs} wife',0.3421
5593,"founder , the aged Dr. Samuel",lvunder Ahe aged D. Samuel,0.2069
5594,he himself was being treated under a,he Uim se (f Wa $ ben treakd under A,0.3333
5595,was being cultivated with extraordinary,Vu $ blin) cul hvala wi Ah ex {a or Aina ry,0.4872
5596,"brother-in-law , the diplomatist Lord",p rlWr - in- (aw 46    diplomatist Lord,0.4054
5597,"Ponsonby , had written to advise Anglesey to",Ponsonby ! 6d wr ' Iten t a dvise #slsey,0.3636
5598,Hahnemann .,#ahnemann,0.2727
5599,doctor who had studied under its,"doctoc wlo had clude & Ul dor ""ts",0.375
5600,"France and Italy , and that he himself was being",Atan c_ and Ial} anJ Mal ha hi scly Was buA,0.4375
5601,"the diplomatist Lord Ponsonby , had written to advise",#ho diplon ahxl lord PonSo nb)' had wnte tv Qdwx,0.4528
5602,it was being cultivated with extraordinary success in,IF wa $ bu} Cu (hvated With exdao rJina 9 Sccess i4,0.4151
5603,"its founder , the aged Dr. Samuel Hahnemann .",(ks tounder 4hz aHJ Oc _ Smuel Hakhem Gnl,0.4667
5604,"In April of that year his first wife's brother-in-law ,",In Apnl a} Ahat '8 hs hsl tiks bofker - (~ ~ lw,0.5455
5605,treated under a doctor who had studied under,hreatzs inde a dodor lke hae sdud i & Unde,0.3864
5606,"Anglesey to give the system a trial , adding that","Kas' leser: to Yv, fha System a tnal a9jivd l",0.5102
5607,and that he himself was being treated under a doctor,And Hal he hlsl} LJas bekd keekd &nclv G dloctor,0.4615
5608,"who had studied under its founder , the aged Dr. Samuel","Wl? and shdbed and xks Lourek 1 hc Ggrd Dr, Sarul",0.4545
5609,"cultivated with extraordinary success in France and Italy ,",Culhvakd vill exLra Ordmary Success M Tance andl Ikly,0.3898
5610,"diplomatist Lord Ponsonby , had written to advise Anglesey",dplowals} lonl Pmx JoxLy _ 1 had LJN k k aclvise Ansksey,0.5345
5611,"to give the system a trial , adding that it was being",ko dlux IL fyskm C Kal addli9 LLak x VJas be_ MA,0.5849
5612,Hahnemann .,alnemann,0.3636
5613,"In April of that year his first wife's brother-in-law , the",k kpxl o [e Year hs ht wk's Lrllx -M- lwy ku,0.5763
5614,"cultivated with extraordinary success in France and Italy ,",Culhvakd mlb exha arduiojr Sncceo? Im trance cud Ulala,0.5254
5615,and that he himself was being treated under a doctor,aud Hot k luiseld bas beins Arrafedl uudu a deckor,0.4038
5616,"who had studied under its founder , the aged Dr. Samuel",wlo had stded ud ih foudwx Hu Q8ed Dr. Samwl,0.3636
5617,"In April of that year his first wife's brother-in-law , the", Apl Ibak ie ls fiot wk' Lollw - iu-law Hu,0.5932
5618,Hahnemann .,Mlaluewauw,0.8182
5619,"diplomatist Lord Ponsonby , had written to advise Anglesey",dplomabt lord Pow Sovbu bad Wnleu lo advse Xuclry,0.4655
5620,"to give the system a trial , adding that it was being",b Suc H Sixlem Q mal addius Hat # wae benss,0.5472
5621,"system a trial , adding that it was being cultivated with extraordinary",Supem 0 Xna 01limg Aaal U) V @ulliuated G6 extra ordinary,0.5211
5622,Samuel Hahnemann .,Samus xdhomasa,0.5556
5623,"success in France and Italy , and that he himself was being treated",Succom an Trane ad Wbx 0 and And: Se Kunnabl Um Yiq Aaaka,0.5821
5624,"under a doctor who had studied under its founder , the aged Dr.",undes 0 dodor Uno kkod Audlen undet Ao Pourler 7 4ae Qorf,0.4762
5625,"In April of that year his first wife's brother-in-law , the",6 (pnp 8 JRua Yror 46y Knl uk' ^ Aototlher Mn Dow 1 U,0.7119
